[9G0I] ✓ Exactas: 0 | Distancia: 412 | Pep: 14 | Fallos: 8
[7GHB] ✓ Exactas: 630 | Distancia: 12 | Pep: 10 | Fallos: 10
[7GN3] ✓ Exactas: 288 | Distancia: 7 | Pep: 9 | Fallos: 5
[7GIF] ✓ Exactas: 533 | Distancia: 15 | Pep: 9 | Fallos: 10
[7M91] ✓ Exactas: 0 | Distancia: 808 | Pep: 15 | Fallos: 12
[7GM6] ✓ Exactas: 618 | Distancia: 14 | Pep: 9 | Fallos: 9
[7GGS] ✓ Exactas: 602 | Distancia: 10 | Pep: 9 | Fallos: 6
[7GJU] ✓ Exactas: 293 | Distancia: 9 | Pep: 9 | Fallos: 6
[7GLJ] ✓ Exactas: 609 | Distancia: 14 | Pep: 11 | Fallos: 9
[7GLE] ✓ Exactas: 282 | Distancia: 6 | Pep: 10 | Fallos: 6
[7GGF] ✓ Exactas: 694 | Distancia: 24 | Pep: 15 | Fallos: 8
[7GEZ] ✓ Exactas: 512 | Distancia: 8 | Pep: 8 | Fallos: 8
[7GAV] ✓ Exactas: 499 | Distancia: 15 | Pep: 9 | Fallos: 10
[7GJJ] ✓ Exactas: 400 | Distancia: 9 | Pep: 12 | Fallos: 5
[7GFO] ✓ Exactas: 640 | Distancia: 22 | Pep: 11 | Fallos: 12
[8DZ0] ✓ Exactas: 819 | Distancia: 9 | Pep: 14 | Fallos: 3
[7GK4] ✓ Exactas: 247 | Distancia: 8 | Pep: 9 | Fallos: 6
[7GEL] ✓ Exactas: 556 | Distancia: 6 | Pep: 8 | Fallos: 6
[7GFC] ✓ Exactas: 710 | Distancia: 12 | Pep: 11 | Fallos: 8
[8R16] ✓ Exactas: 527 | Distancia: 11 | Pep: 8 | Fallos: 5
[7GKU] ✓ Exactas: 569 | Distancia: 12 | Pep: 9 | Fallos: 10
[8I4S] ✓ Exactas: 522 | Distancia: 10 | Pep: 14 | Fallos: 0
[7GJW] ✓ Exactas: 378 | Distancia: 8 | Pep: 12 | Fallos: 4
[7RN4] ✓ Exactas: 640 | Distancia: 8 | Pep: 11 | Fallos: 10
[7GIN] ✓ Exactas: 289 | Distancia: 7 | Pep: 9 | Fallos: 5
[7GBZ] ✓ Exactas: 472 | Distancia: 4 | Pep: 8 | Fallos: 4
[7GJ0] ✓ Exactas: 632 | Distancia: 18 | Pep: 11 | Fallos: 9
[7GIZ] ✓ Exactas: 592 | Distancia: 15 | Pep: 9 | Fallos: 11
[7GMB] ✓ Exactas: 539 | Distancia: 13 | Pep: 9 | Fallos: 7
[7GJV] ✓ Exactas: 602 | Distancia: 13 | Pep: 10 | Fallos: 10
[7GNL] ✓ Exactas: 705 | Distancia: 16 | Pep: 11 | Fallos: 9
[7GMO] ✓ Exactas: 276 | Distancia: 8 | Pep: 9 | Fallos: 6
[7GBN] ✓ Exactas: 708 | Distancia: 12 | Pep: 14 | Fallos: 8
[5RGV] ✓ Exactas: 466 | Distancia: 14 | Pep: 7 | Fallos: 8
[7GNF] ✓ Exactas: 551 | Distancia: 14 | Pep: 9 | Fallos: 5
[7GLM] ✓ Exactas: 593 | Distancia: 13 | Pep: 11 | Fallos: 9
[7GMZ] ✓ Exactas: 541 | Distancia: 13 | Pep: 9 | Fallos: 9
[7GGN] ✓ Exactas: 642 | Distancia: 8 | Pep: 10 | Fallos: 8
[7P2G] ✓ Exactas: 238 | Distancia: 3 | Pep: 10 | Fallos: 3
[7GNQ] ✓ Exactas: 619 | Distancia: 16 | Pep: 13 | Fallos: 8
[7GNH] ✓ Exactas: 665 | Distancia: 18 | Pep: 11 | Fallos: 9
[7GKC] ✓ Exactas: 646 | Distancia: 16 | Pep: 13 | Fallos: 7
[7GMP] ✓ Exactas: 286 | Distancia: 7 | Pep: 9 | Fallos: 4
[7GN2] ✓ Exactas: 577 | Distancia: 17 | Pep: 9 | Fallos: 9
[9GIJ] ✓ Exactas: 702 | Distancia: 12 | Pep: 13 | Fallos: 10
[9MVM] ✓ Exactas: 276 | Distancia: 4 | Pep: 8 | Fallos: 2
[7GJ5] ✓ Exactas: 266 | Distancia: 8 | Pep: 9 | Fallos: 5
[7GI8] ✓ Exactas: 579 | Distancia: 17 | Pep: 9 | Fallos: 11
[7GES] ✓ Exactas: 586 | Distancia: 18 | Pep: 10 | Fallos: 6
[9VS1] ✓ Exactas: 518 | Distancia: 6 | Pep: 15 | Fallos: 5
[7URB] ✓ Exactas: 868 | Distancia: 16 | Pep: 15 | Fallos: 8
[7GIK] ✓ Exactas: 526 | Distancia: 15 | Pep: 9 | Fallos: 11
[7GCZ] ✓ Exactas: 606 | Distancia: 16 | Pep: 11 | Fallos: 10
[9LVR] ✓ Exactas: 332 | Distancia: 5 | Pep: 14 | Fallos: 6
[7L12] ✓ Exactas: 916 | Distancia: 18 | Pep: 17 | Fallos: 6
[7GH7] ✓ Exactas: 564 | Distancia: 14 | Pep: 9 | Fallos: 8
[8UDQ] ✓ Exactas: 770 | Distancia: 10 | Pep: 17 | Fallos: 6
[7GKZ] ✓ Exactas: 246 | Distancia: 6 | Pep: 9 | Fallos: 2
[7GJG] ✓ Exactas: 386 | Distancia: 9 | Pep: 12 | Fallos: 5
[9NU6] ✓ Exactas: 441 | Distancia: 3 | Pep: 13 | Fallos: 5
[7GKH] ✓ Exactas: 262 | Distancia: 5 | Pep: 9 | Fallos: 5
[7GEB] ✓ Exactas: 564 | Distancia: 2 | Pep: 8 | Fallos: 4
[7GMX] ✓ Exactas: 244 | Distancia: 8 | Pep: 9 | Fallos: 4
[7GMT] ✓ Exactas: 277 | Distancia: 6 | Pep: 9 | Fallos: 5
[7GJS] ✓ Exactas: 305 | Distancia: 7 | Pep: 9 | Fallos: 6
[7GN0] ✓ Exactas: 297 | Distancia: 9 | Pep: 11 | Fallos: 5
[7GER] ✓ Exactas: 604 | Distancia: 20 | Pep: 9 | Fallos: 10
[7GDD] ✓ Exactas: 584 | Distancia: 18 | Pep: 8 | Fallos: 8
[7GN8] ✓ Exactas: 563 | Distancia: 16 | Pep: 9 | Fallos: 8
[7GDC] ✓ Exactas: 558 | Distancia: 14 | Pep: 8 | Fallos: 8
[7GLZ] ✓ Exactas: 538 | Distancia: 14 | Pep: 9 | Fallos: 9
[7GNI] ✓ Exactas: 637 | Distancia: 18 | Pep: 9 | Fallos: 9
[7GKO] ✓ Exactas: 557 | Distancia: 14 | Pep: 9 | Fallos: 12
[7GD4] ✓ Exactas: 668 | Distancia: 16 | Pep: 10 | Fallos: 12
[7GNC] ✓ Exactas: 611 | Distancia: 19 | Pep: 9 | Fallos: 12
[7GIA] ✓ Exactas: 513 | Distancia: 14 | Pep: 9 | Fallos: 10
[7GGX] ✓ Exactas: 610 | Distancia: 16 | Pep: 9 | Fallos: 6
[8DII] ✓ Exactas: 510 | Distancia: 12 | Pep: 7 | Fallos: 6
[7GK1] ✓ Exactas: 296 | Distancia: 8 | Pep: 9 | Fallos: 5
[8Y42] ✓ Exactas: 418 | Distancia: 7 | Pep: 16 | Fallos: 2
[9HJH] ✓ Exactas: 318 | Distancia: 4 | Pep: 12 | Fallos: 2
[7GJ2] ✓ Exactas: 643 | Distancia: 22 | Pep: 11 | Fallos: 7
[7GNG] ✓ Exactas: 549 | Distancia: 10 | Pep: 9 | Fallos: 7
[7GB6] ✓ Exactas: 608 | Distancia: 10 | Pep: 11 | Fallos: 6
[7GFB] ✓ Exactas: 574 | Distancia: 18 | Pep: 9 | Fallos: 8
[7GID] ✓ Exactas: 504 | Distancia: 15 | Pep: 9 | Fallos: 9
[8CZ7] ✓ Exactas: 660 | Distancia: 21 | Pep: 11 | Fallos: 12
[7GK9] ✓ Exactas: 593 | Distancia: 16 | Pep: 9 | Fallos: 10
[9KSK] ✓ Exactas: 0 | Distancia: 563 | Pep: 19 | Fallos: 8
[7GHN] ✓ Exactas: 772 | Distancia: 9 | Pep: 15 | Fallos: 5
[7GEJ] ✓ Exactas: 616 | Distancia: 14 | Pep: 9 | Fallos: 10
[7GJR] ✓ Exactas: 303 | Distancia: 10 | Pep: 9 | Fallos: 6
[7GL7] ✓ Exactas: 646 | Distancia: 14 | Pep: 9 | Fallos: 7
[7GKT] ✓ Exactas: 315 | Distancia: 9 | Pep: 11 | Fallos: 4
[8CZ4] ✓ Exactas: 648 | Distancia: 22 | Pep: 11 | Fallos: 10
[9HAK] ✓ Exactas: 374 | Distancia: 9 | Pep: 15 | Fallos: 3
[7RMB] ✓ Exactas: 604 | Distancia: 6 | Pep: 11 | Fallos: 4
[7GLY] ✓ Exactas: 558 | Distancia: 15 | Pep: 10 | Fallos: 10
[7GMW] ✓ Exactas: 302 | Distancia: 9 | Pep: 9 | Fallos: 5
[7GH1] ✓ Exactas: 516 | Distancia: 8 | Pep: 8 | Fallos: 12
[7GIE] ✓ Exactas: 292 | Distancia: 7 | Pep: 9 | Fallos: 5
[7GE4] ✓ Exactas: 586 | Distancia: 14 | Pep: 9 | Fallos: 8
[8Q71] ✓ Exactas: 0 | Distancia: 702 | Pep: 11 | Fallos: 13
[7GCK] ✓ Exactas: 560 | Distancia: 10 | Pep: 9 | Fallos: 8
[7QBB] ✓ Exactas: 576 | Distancia: 14 | Pep: 10 | Fallos: 8
[7GMR] ✓ Exactas: 528 | Distancia: 11 | Pep: 9 | Fallos: 8
[7US4] ✓ Exactas: 812 | Distancia: 26 | Pep: 14 | Fallos: 6
[7GM2] ✓ Exactas: 676 | Distancia: 16 | Pep: 10 | Fallos: 9
[7NBT] ✓ Exactas: 516 | Distancia: 18 | Pep: 9 | Fallos: 4
[7GBW] ✓ Exactas: 524 | Distancia: 10 | Pep: 8 | Fallos: 6
[7GGL] ✓ Exactas: 558 | Distancia: 16 | Pep: 10 | Fallos: 8
[7GGT] ✓ Exactas: 576 | Distancia: 12 | Pep: 9 | Fallos: 8
[7GI7] ✓ Exactas: 674 | Distancia: 22 | Pep: 13 | Fallos: 10
[7GFI] ✓ Exactas: 582 | Distancia: 12 | Pep: 12 | Fallos: 8
[7GJX] ✓ Exactas: 281 | Distancia: 8 | Pep: 9 | Fallos: 6
[7GKR] ✓ Exactas: 569 | Distancia: 15 | Pep: 9 | Fallos: 9
[7GND] ✓ Exactas: 532 | Distancia: 13 | Pep: 9 | Fallos: 6
[7GJP] ✓ Exactas: 326 | Distancia: 8 | Pep: 9 | Fallos: 5
[7GN1] ✓ Exactas: 334 | Distancia: 9 | Pep: 11 | Fallos: 5
[7GJD] ✓ Exactas: 560 | Distancia: 15 | Pep: 9 | Fallos: 10
[7GJF] ✓ Exactas: 709 | Distancia: 20 | Pep: 12 | Fallos: 9
[7L0D] ✓ Exactas: 0 | Distancia: 632 | Pep: 12 | Fallos: 14
[7GMC] ✓ Exactas: 544 | Distancia: 14 | Pep: 9 | Fallos: 7
[7GKS] ✓ Exactas: 568 | Distancia: 12 | Pep: 10 | Fallos: 8
[7GK0] ✓ Exactas: 300 | Distancia: 6 | Pep: 11 | Fallos: 5
[7B2J] ✓ Exactas: 498 | Distancia: 12 | Pep: 7 | Fallos: 6
[7GJM] ✓ Exactas: 288 | Distancia: 8 | Pep: 9 | Fallos: 4
[7GJZ] ✓ Exactas: 837 | Distancia: 24 | Pep: 14 | Fallos: 11
[7GL2] ✓ Exactas: 608 | Distancia: 16 | Pep: 11 | Fallos: 8
[7M8X] ✓ Exactas: 0 | Distancia: 758 | Pep: 15 | Fallos: 8
[8UDO] ✓ Exactas: 916 | Distancia: 16 | Pep: 19 | Fallos: 4
[7RM2] ✓ Exactas: 636 | Distancia: 6 | Pep: 11 | Fallos: 6
[8ZUB] ✓ Exactas: 449 | Distancia: 8 | Pep: 14 | Fallos: 5
[7GMG] ✓ Exactas: 599 | Distancia: 15 | Pep: 9 | Fallos: 8
[7GF5] ✓ Exactas: 538 | Distancia: 8 | Pep: 9 | Fallos: 4
[7GH0] ✓ Exactas: 596 | Distancia: 12 | Pep: 9 | Fallos: 8
[7GKW] ✓ Exactas: 332 | Distancia: 10 | Pep: 10 | Fallos: 4
[7GKF] ✓ Exactas: 290 | Distancia: 6 | Pep: 9 | Fallos: 5
[7GL0] ✓ Exactas: 343 | Distancia: 8 | Pep: 10 | Fallos: 5
[7GCQ] ✓ Exactas: 556 | Distancia: 14 | Pep: 8 | Fallos: 8
[7GEU] ✓ Exactas: 562 | Distancia: 14 | Pep: 8 | Fallos: 10
[7GFH] ✓ Exactas: 562 | Distancia: 14 | Pep: 8 | Fallos: 8
[7GGA] ✓ Exactas: 610 | Distancia: 18 | Pep: 9 | Fallos: 10
[7GE2] ✓ Exactas: 592 | Distancia: 12 | Pep: 11 | Fallos: 8
[7GFN] ✓ Exactas: 648 | Distancia: 24 | Pep: 13 | Fallos: 10
[7GNR] ✓ Exactas: 580 | Distancia: 18 | Pep: 9 | Fallos: 10
[7GD5] ✓ Exactas: 636 | Distancia: 24 | Pep: 13 | Fallos: 10
[7GN6] ✓ Exactas: 312 | Distancia: 8 | Pep: 9 | Fallos: 3
[7KX5] ✓ Exactas: 810 | Distancia: 6 | Pep: 14 | Fallos: 10
[7GLL] ✓ Exactas: 582 | Distancia: 13 | Pep: 11 | Fallos: 10
[7GFX] ✓ Exactas: 526 | Distancia: 12 | Pep: 8 | Fallos: 6
[7GKX] ✓ Exactas: 261 | Distancia: 8 | Pep: 8 | Fallos: 5
[7GFU] ✓ Exactas: 600 | Distancia: 16 | Pep: 9 | Fallos: 8
[7GLA] ✓ Exactas: 545 | Distancia: 16 | Pep: 9 | Fallos: 10
[7GIW] ✓ Exactas: 279 | Distancia: 9 | Pep: 9 | Fallos: 4
[7GFD] ✓ Exactas: 702 | Distancia: 12 | Pep: 14 | Fallos: 6
[7GB5] ✓ Exactas: 540 | Distancia: 14 | Pep: 8 | Fallos: 6
[7GL6] ✓ Exactas: 537 | Distancia: 16 | Pep: 9 | Fallos: 8
[7GMN] ✓ Exactas: 277 | Distancia: 8 | Pep: 8 | Fallos: 5
[7GIH] ✓ Exactas: 582 | Distancia: 17 | Pep: 10 | Fallos: 10
[7GNT] ✓ Exactas: 690 | Distancia: 20 | Pep: 11 | Fallos: 10
[8CYU] ✓ Exactas: 689 | Distancia: 20 | Pep: 12 | Fallos: 12
[7GKM] ✓ Exactas: 551 | Distancia: 15 | Pep: 9 | Fallos: 8
[7GGG] ✓ Exactas: 626 | Distancia: 12 | Pep: 10 | Fallos: 10
[7GF2] ✓ Exactas: 588 | Distancia: 14 | Pep: 8 | Fallos: 8
[8UDX] ✓ Exactas: 930 | Distancia: 18 | Pep: 19 | Fallos: 6
[8YKJ] ✓ Exactas: 634 | Distancia: 2 | Pep: 13 | Fallos: 2
[7GH3] ✓ Exactas: 452 | Distancia: 2 | Pep: 8 | Fallos: 4
[8YLS] ✓ Exactas: 344 | Distancia: 0 | Pep: 10 | Fallos: 1
[7GM8] ✓ Exactas: 274 | Distancia: 7 | Pep: 9 | Fallos: 5
[7GG5] ✓ Exactas: 630 | Distancia: 24 | Pep: 13 | Fallos: 8
[7TEK] ✓ Exactas: 688 | Distancia: 8 | Pep: 12 | Fallos: 6
[7GIR] ✓ Exactas: 572 | Distancia: 16 | Pep: 9 | Fallos: 10
[7GK5] ✓ Exactas: 548 | Distancia: 14 | Pep: 9 | Fallos: 11
[7S4B] ✓ Exactas: 544 | Distancia: 20 | Pep: 8 | Fallos: 8
[7M8P] ✓ Exactas: 0 | Distancia: 418 | Pep: 19 | Fallos: 5
[7GKN] ✓ Exactas: 592 | Distancia: 17 | Pep: 9 | Fallos: 7
[7GF6] ✓ Exactas: 662 | Distancia: 18 | Pep: 13 | Fallos: 8
[7VIC] ✓ Exactas: 270 | Distancia: 0 | Pep: 4 | Fallos: 0
[7GJ9] ✓ Exactas: 630 | Distancia: 19 | Pep: 10 | Fallos: 13
[7GFQ] ✓ Exactas: 526 | Distancia: 12 | Pep: 8 | Fallos: 6
[7GKY] ✓ Exactas: 516 | Distancia: 13 | Pep: 9 | Fallos: 9
[7GL4] ✓ Exactas: 560 | Distancia: 13 | Pep: 9 | Fallos: 8
[7GFK] ✓ Exactas: 482 | Distancia: 10 | Pep: 9 | Fallos: 6
[7GJ4] ✓ Exactas: 271 | Distancia: 6 | Pep: 9 | Fallos: 4
[8UR9] ✓ Exactas: 0 | Distancia: 420 | Pep: 18 | Fallos: 3
[7GBL] ✓ Exactas: 662 | Distancia: 8 | Pep: 14 | Fallos: 10
[7GE8] ✓ Exactas: 588 | Distancia: 12 | Pep: 10 | Fallos: 8
[7GM3] ✓ Exactas: 569 | Distancia: 14 | Pep: 9 | Fallos: 11
[7GMQ] ✓ Exactas: 575 | Distancia: 17 | Pep: 9 | Fallos: 10
[9HAJ] ✓ Exactas: 356 | Distancia: 8 | Pep: 15 | Fallos: 2
[7GMS] ✓ Exactas: 332 | Distancia: 8 | Pep: 11 | Fallos: 3
[7GKA] ✓ Exactas: 551 | Distancia: 15 | Pep: 9 | Fallos: 11
[7GJA] ✓ Exactas: 615 | Distancia: 16 | Pep: 13 | Fallos: 10
[7GM9] ✓ Exactas: 595 | Distancia: 15 | Pep: 11 | Fallos: 9
[7GFJ] ✓ Exactas: 712 | Distancia: 18 | Pep: 11 | Fallos: 10
[7M90] ✓ Exactas: 0 | Distancia: 836 | Pep: 19 | Fallos: 14
[7GIL] ✓ Exactas: 549 | Distancia: 15 | Pep: 9 | Fallos: 9
[7GKB] ✓ Exactas: 574 | Distancia: 11 | Pep: 9 | Fallos: 8
[7GKE] ✓ Exactas: 554 | Distancia: 14 | Pep: 9 | Fallos: 10
[7GLT] ✓ Exactas: 603 | Distancia: 14 | Pep: 11 | Fallos: 8
[7N44] ✓ Exactas: 0 | Distancia: 912 | Pep: 17 | Fallos: 12
[7GEY] ✓ Exactas: 496 | Distancia: 14 | Pep: 8 | Fallos: 8
[7GFM] ✓ Exactas: 690 | Distancia: 22 | Pep: 11 | Fallos: 10
[7GEN] ✓ Exactas: 506 | Distancia: 10 | Pep: 8 | Fallos: 4
[7GIV] ✓ Exactas: 574 | Distancia: 16 | Pep: 9 | Fallos: 11
[7GM4] ✓ Exactas: 548 | Distancia: 14 | Pep: 9 | Fallos: 9
[7GL9] ✓ Exactas: 589 | Distancia: 15 | Pep: 10 | Fallos: 12
[7GL3] ✓ Exactas: 547 | Distancia: 12 | Pep: 9 | Fallos: 8
[7GM7] ✓ Exactas: 543 | Distancia: 17 | Pep: 9 | Fallos: 8
[7GKK] ✓ Exactas: 518 | Distancia: 7 | Pep: 9 | Fallos: 9
[7GE1] ✓ Exactas: 614 | Distancia: 12 | Pep: 11 | Fallos: 6
[7GD3] ✓ Exactas: 622 | Distancia: 16 | Pep: 11 | Fallos: 18
[7GMY] ✓ Exactas: 306 | Distancia: 9 | Pep: 10 | Fallos: 5
[7NEO] ✓ Exactas: 538 | Distancia: 2 | Pep: 9 | Fallos: 4
[7GJI] ✓ Exactas: 570 | Distancia: 17 | Pep: 9 | Fallos: 8
[7GI5] ✓ Exactas: 393 | Distancia: 8 | Pep: 15 | Fallos: 1
[7GM5] ✓ Exactas: 542 | Distancia: 13 | Pep: 10 | Fallos: 8
[7GH4] ✓ Exactas: 586 | Distancia: 14 | Pep: 8 | Fallos: 6
[7GJY] ✓ Exactas: 294 | Distancia: 7 | Pep: 9 | Fallos: 5
[7GLD] ✓ Exactas: 296 | Distancia: 9 | Pep: 11 | Fallos: 5
[7GKQ] ✓ Exactas: 556 | Distancia: 14 | Pep: 9 | Fallos: 11
[7GI4] ✓ Exactas: 689 | Distancia: 13 | Pep: 14 | Fallos: 10
[7GGE] ✓ Exactas: 650 | Distancia: 22 | Pep: 13 | Fallos: 8
[7GGC] ✓ Exactas: 424 | Distancia: 6 | Pep: 9 | Fallos: 6
[7GF0] ✓ Exactas: 572 | Distancia: 14 | Pep: 8 | Fallos: 8
[7GKI] ✓ Exactas: 276 | Distancia: 7 | Pep: 9 | Fallos: 4
[7LMF] ✓ Exactas: 671 | Distancia: 23 | Pep: 13 | Fallos: 6
[7GKD] ✓ Exactas: 282 | Distancia: 8 | Pep: 9 | Fallos: 4
[9G0H] ✓ Exactas: 0 | Distancia: 364 | Pep: 13 | Fallos: 3
[7GLH] ✓ Exactas: 270 | Distancia: 7 | Pep: 9 | Fallos: 5
[7GIM] ✓ Exactas: 556 | Distancia: 13 | Pep: 9 | Fallos: 10
[7M8N] ✓ Exactas: 0 | Distancia: 858 | Pep: 18 | Fallos: 11
[8UDW] ✓ Exactas: 858 | Distancia: 14 | Pep: 19 | Fallos: 4
[7GGM] ✓ Exactas: 560 | Distancia: 16 | Pep: 8 | Fallos: 10
[7GKG] ✓ Exactas: 278 | Distancia: 9 | Pep: 9 | Fallos: 6
[7GK2] ✓ Exactas: 357 | Distancia: 8 | Pep: 12 | Fallos: 5
[7GJL] ✓ Exactas: 293 | Distancia: 8 | Pep: 11 | Fallos: 5
[7GJ1] ✓ Exactas: 532 | Distancia: 15 | Pep: 9 | Fallos: 9
[7GMU] ✓ Exactas: 274 | Distancia: 6 | Pep: 9 | Fallos: 8
[7M8Z] ✓ Exactas: 0 | Distancia: 784 | Pep: 15 | Fallos: 10
[7GFL] ✓ Exactas: 536 | Distancia: 12 | Pep: 9 | Fallos: 6
[7GET] ✓ Exactas: 544 | Distancia: 16 | Pep: 8 | Fallos: 8
[7DDC] ✓ Exactas: 362 | Distancia: 0 | Pep: 8 | Fallos: 0
[7GGH] ✓ Exactas: 588 | Distancia: 20 | Pep: 11 | Fallos: 10
[7GJB] ✓ Exactas: 596 | Distancia: 17 | Pep: 11 | Fallos: 9
[7GIG] ✓ Exactas: 291 | Distancia: 7 | Pep: 9 | Fallos: 5
[7GIB] ✓ Exactas: 550 | Distancia: 17 | Pep: 9 | Fallos: 9
[7GN4] ✓ Exactas: 561 | Distancia: 17 | Pep: 10 | Fallos: 9
[7GLN] ✓ Exactas: 550 | Distancia: 13 | Pep: 9 | Fallos: 8
[7L13] ✓ Exactas: 406 | Distancia: 7 | Pep: 18 | Fallos: 4
[8UEG] ✓ Exactas: 790 | Distancia: 16 | Pep: 17 | Fallos: 4
[7GBV] ✓ Exactas: 554 | Distancia: 14 | Pep: 9 | Fallos: 6
[7TEL] ✓ Exactas: 834 | Distancia: 28 | Pep: 13 | Fallos: 8
[5RGX] ✓ Exactas: 580 | Distancia: 14 | Pep: 9 | Fallos: 8
[7GL5] ✓ Exactas: 555 | Distancia: 15 | Pep: 9 | Fallos: 8
[7GIC] ✓ Exactas: 526 | Distancia: 14 | Pep: 9 | Fallos: 12
[7GGQ] ✓ Exactas: 588 | Distancia: 16 | Pep: 9 | Fallos: 8
[7GG8] ✓ Exactas: 536 | Distancia: 10 | Pep: 8 | Fallos: 8
[7GHE] ✓ Exactas: 596 | Distancia: 12 | Pep: 10 | Fallos: 8
[7GLI] ✓ Exactas: 561 | Distancia: 14 | Pep: 10 | Fallos: 8
[5RH2] ✓ Exactas: 502 | Distancia: 12 | Pep: 8 | Fallos: 6
[7GIK] ✓ Exactas: 526 | Distancia: 15 | Pep: 9 | Fallos: 11
[7GI6] ✓ Exactas: 592 | Distancia: 18 | Pep: 9 | Fallos: 11
[7GKV] ✓ Exactas: 555 | Distancia: 13 | Pep: 9 | Fallos: 12
[7GGM] ✓ Exactas: 560 | Distancia: 16 | Pep: 8 | Fallos: 10
[7GMU] ✓ Exactas: 274 | Distancia: 6 | Pep: 9 | Fallos: 8
[7GNH] ✓ Exactas: 665 | Distancia: 18 | Pep: 11 | Fallos: 9
[7RMZ] ✓ Exactas: 684 | Distancia: 4 | Pep: 11 | Fallos: 4
[7GK7] ✓ Exactas: 400 | Distancia: 11 | Pep: 12 | Fallos: 5
[7L10] ✓ Exactas: 582 | Distancia: 10 | Pep: 10 | Fallos: 6
[7GH3] ✓ Exactas: 452 | Distancia: 2 | Pep: 8 | Fallos: 4
[7GJQ] ✓ Exactas: 282 | Distancia: 8 | Pep: 9 | Fallos: 5
[7M8O] ✓ Exactas: 0 | Distancia: 416 | Pep: 18 | Fallos: 7
[7GJR] ✓ Exactas: 303 | Distancia: 10 | Pep: 9 | Fallos: 6
[7GKS] ✓ Exactas: 568 | Distancia: 12 | Pep: 10 | Fallos: 8
[7GNL] ✓ Exactas: 705 | Distancia: 16 | Pep: 11 | Fallos: 9
[7O46] ✓ Exactas: 526 | Distancia: 8 | Pep: 10 | Fallos: 6
[7GJV] ✓ Exactas: 602 | Distancia: 13 | Pep: 10 | Fallos: 10
[7GMN] ✓ Exactas: 277 | Distancia: 8 | Pep: 8 | Fallos: 5
[7B2J] ✓ Exactas: 498 | Distancia: 12 | Pep: 7 | Fallos: 6
[9KSI] ✓ Exactas: 0 | Distancia: 517 | Pep: 19 | Fallos: 12
[7NBT] ✓ Exactas: 516 | Distancia: 18 | Pep: 9 | Fallos: 4
[7GN9] ✓ Exactas: 591 | Distancia: 16 | Pep: 10 | Fallos: 8
[7GLD] ✓ Exactas: 296 | Distancia: 9 | Pep: 11 | Fallos: 5
[7GII] ✓ Exactas: 625 | Distancia: 20 | Pep: 11 | Fallos: 12
[7GFJ] ✓ Exactas: 712 | Distancia: 18 | Pep: 11 | Fallos: 10
[7GGX] ✓ Exactas: 610 | Distancia: 16 | Pep: 9 | Fallos: 6
[7GMZ] ✓ Exactas: 541 | Distancia: 13 | Pep: 9 | Fallos: 9
[7GNI] ✓ Exactas: 637 | Distancia: 18 | Pep: 9 | Fallos: 9
[7GI9] ✓ Exactas: 565 | Distancia: 19 | Pep: 9 | Fallos: 9
[7GBZ] ✓ Exactas: 472 | Distancia: 4 | Pep: 8 | Fallos: 4
[7GKJ] ✓ Exactas: 724 | Distancia: 21 | Pep: 14 | Fallos: 8
[8UEF] ✓ Exactas: 868 | Distancia: 16 | Pep: 16 | Fallos: 6
[7VTH] ✓ Exactas: 805 | Distancia: 6 | Pep: 13 | Fallos: 8
[7GJ5] ✓ Exactas: 266 | Distancia: 8 | Pep: 9 | Fallos: 5
[7GKA] ✓ Exactas: 551 | Distancia: 15 | Pep: 9 | Fallos: 11
[7GN3] ✓ Exactas: 288 | Distancia: 7 | Pep: 9 | Fallos: 5
[7GNR] ✓ Exactas: 580 | Distancia: 18 | Pep: 9 | Fallos: 10
[8UDQ] ✓ Exactas: 770 | Distancia: 10 | Pep: 17 | Fallos: 6
[7GMW] ✓ Exactas: 302 | Distancia: 9 | Pep: 9 | Fallos: 5
[7GEY] ✓ Exactas: 496 | Distancia: 14 | Pep: 8 | Fallos: 8
[7NEO] ✓ Exactas: 538 | Distancia: 2 | Pep: 9 | Fallos: 4
[7GLH] ✓ Exactas: 270 | Distancia: 7 | Pep: 9 | Fallos: 5
[7GB6] ✓ Exactas: 608 | Distancia: 10 | Pep: 11 | Fallos: 6
[7GE2] ✓ Exactas: 592 | Distancia: 12 | Pep: 11 | Fallos: 8
[7GN7] ✓ Exactas: 305 | Distancia: 10 | Pep: 9 | Fallos: 3
[7GM6] ✓ Exactas: 618 | Distancia: 14 | Pep: 9 | Fallos: 9
[7GN1] ✓ Exactas: 334 | Distancia: 9 | Pep: 11 | Fallos: 5
[7M8X] ✓ Exactas: 0 | Distancia: 758 | Pep: 15 | Fallos: 8
[8R16] ✓ Exactas: 527 | Distancia: 11 | Pep: 8 | Fallos: 5
[9DDF] ✓ Exactas: 0 | Distancia: 306 | Pep: 11 | Fallos: 6
[7KX5] ✓ Exactas: 810 | Distancia: 6 | Pep: 14 | Fallos: 10
[7S4B] ✓ Exactas: 544 | Distancia: 20 | Pep: 8 | Fallos: 8
[7GIZ] ✓ Exactas: 592 | Distancia: 15 | Pep: 9 | Fallos: 11
[7GL3] ✓ Exactas: 547 | Distancia: 12 | Pep: 9 | Fallos: 8
[7GIC] ✓ Exactas: 526 | Distancia: 14 | Pep: 9 | Fallos: 12
